text,l1,l2,l3
"Rickenbacker International Airport (IATA: LCK, ICAO: KLCK, FAA LID: LCK) is a civil-military public airport 10 miles (16 km) south of downtown Columbus, near Lockbourne in southern Franklin County, Ohio, United States. The south end of the airport extends into Pickaway County. The base was named for flying ace and Columbus native Eddie Rickenbacker. It is managed by the Columbus Regional Airport Authority, which also operates Port Columbus International Airport and Bolton Field. Rickenbacker International is primarily a cargo airport for the city of Columbus, although since 2012 it has served an increasing number of passenger flights as well as charter carriers. The United States Air Force maintains a presence in the form of the Ohio Air National Guard's 121st Air Refueling Wing, Rickenbacker International is also home of the Ohio Army National Guard's Army Aviation Support Facility No. 2 and the headquarters for the Ohio Military Reserve, one of the state defense forces of Ohio.",Place,Infrastructure,Airport
"Milford Sound Airport (IATA: MFN, ICAO: NZMF) is a small but very busy (in terms of flight movements) airport in Milford Sound, in New Zealands Fiordland region of the South Island. It is mainly used by tourist / flightseeing operators.",Place,Infrastructure,Airport
"Lake Elmo Airport (FAA LID: 21D) is a public airport located just outside the city of Lake Elmo in Washington County, Minnesota, about 12 miles east of the central business district (CBD) of St. Paul. The airport covers 640 acres (259 ha) and has two runways. There are 74,227 takeoffs and landings annually and 183 aircraft are based at the facility. It is also home to a Civil Air Patrol squadron.",Place,Infrastructure,Airport
"Belo Horizonte/Pampulha–Carlos Drummond de Andrade Airport (IATA: PLU, ICAO: SBBH) is an airport serving Belo Horizonte, Brazil, located in the neighborhood of Pampulha. Since December 16, 2004 the airport is also named after the Minas Gerais-born poet Carlos Drummond de Andrade (1902–1987). The airport is operated by Infraero.",Place,Infrastructure,Airport
"Placencia Airport (IATA: PLJ) is an airport that serves Placencia, Belize. It has a paved strip and crosses the peninsula from East to West. As of December 2012, the runway is paved in good condition. There are short obstacles at either end of the runway, however brush does extend roughly 10 ft high off center of either end. Brush on either side of the runway was recently trimmed as of a December 2012 flight. Although the airport is primarily served by high-wing singles, a Cessna 310 was able to take off and land comfortably with clearance to side brush. Due to the nature of brush growth, it is wise to inquire as to current state of brush prior to flight in any low-wing aircraft, especially ones with minimal ground clearance. Due to the typical sea breeze, takeoffs and landings are typically done east-bound. Private flights are allowed. Parking should be coordinated with Tropic Air or Maya Island Air. The airport has no security. Common traffic advisory frequency (CTAF) is 122.8 MHz.",Place,Infrastructure,Airport
"Clintonville Municipal Airport (IATA: CLI, ICAO: KCLI, FAA LID: CLI) is a city owned public use airport located one nautical mile (2 km) southeast of the central business district of Clintonville, a city in Waupaca County, Wisconsin, United States. It is included in the National Plan of Integrated Airport Systems for 2015–2019, which categorized it as a local general aviation facility. The airport was the birthplace of Wisconsin Central Airlines which became North Central Airlines.",Place,Infrastructure,Airport
"Geilo Airport, Dagali (Norwegian: Geilo flyplass, Dagali; formerly Geilo lufthavn, Dagali; IATA: DLD, ICAO: ENDI) is a private airport located at Dagali in Hol, Norway. It was previously a public airport that was both a regional airport and served international tourist charter airlines serving the nearby ski resorts centered on Geilo. The airport opened in 1985, but failed commercially and was eventually closed in 2003. Originally featuring a 1,300-meter (4,300 ft) runway, it was extended to 1,800 meters (5,900 ft) in 1988. Now it is limited to 850 meters (2,790 ft) which can still be used for private aircraft. The airport has been converted to a go cart track, though there is still some general aviation at the airport. The commercial services have been moved to Fagernes Airport, Leirin, which opened in 1987. The airport is owned and operated by a company owned by the municipalities of Hol and Nore og Uvdal.",Place,Infrastructure,Airport
"Patuanak Airport, (TC LID: CKB2), is located adjacent to Patuanak, Saskatchewan, Canada.",Place,Infrastructure,Airport
"Giles Farnaby's Dream Band was a collaboration between the early music ensemble St. George’s Canzona, Derby-based folk group The Druids, and Trevor Crozier’s 'Broken Consort'. They were backed by three jazz musicians: Jeff Clyne (bass guitar), Dave MacRae (electric piano) and Trevor Tomkins (drums). The album title is a pun on the piece ‘Giles Farnabys Dreame’ by the renaissance composer Giles Farnaby. The album largely consists of renaissance dance tunes played on a combination of early and modern instruments. This prefigures some of the work later undertaken by the Albion Band and Home Service. It is chiefly notable for its experimental nature, demonstrating some of the diverse attempts at fusion at the time which resulted in subgenres such as folk jazz and medieval folk rock. It is most similar in its sound to medieval folk and progressive rock bands like Gryphon and Gentle Giant. The rarity of the album has made it the subject of enthusiasm for some collectors. The song ‘Newcastle Brown’ was subsequently released as a single (Argo, AFW112, 1973). The album was reissued as a CD in 2004 (Walhalla, WH90324, 2004)",Work,MusicalWork,Album
"The North Stands for Nothing is the debut EP by British metalcore band While She Sleeps. The band recorded the album in a home studio between January and April 2010. It was released by Smalltown Records on 26 July 2010, before later being released as a deluxe edition by Good Fight Music, featuring the single \""Be(lie)ve\"" as a bonus track. It received generally favourable reviews, with Big Cheese reviewer Lais Martins Waring championing the band as \""very promising\"". Coupled with their extensive touring following its release, the album contributed to a significant increase in the band's popularity.",Work,MusicalWork,Album
"Convertible Music is the 1982 new wave debut album by pop rock artist Josie Cotton, released on Elektra Records. Convertible Music contained Cotton's two most well-known songs, the minor hits \""Johnny Are You Queer?\"" and \""He Could Be The One\"", both of which were later performed by Cotton herself in the 1983 movie Valley Girl, as well as appearing on the film's hit soundtrack (#155, Billboard 200).",Work,MusicalWork,Album
"Dick's Picks Volume 29 is an album by the rock band the Grateful Dead. The 29th installment of the \""Dick's Picks\"" archival series, it was recorded May 19, 1977, at the Fox Theatre in Atlanta, Georgia, and May 21, 1977, at the Lakeland Center in Lakeland, Florida. The six-CD release is the longest album in the series and the only one with more than four CDs. The album contains all of both concerts, except for the encore of the Florida show (\""U.S. Blues\""). Also included are five unlisted bonus tracks, recorded October 11, 1977 at the Lloyd Noble Center in Norman, Oklahoma. Additional material from this concert later appeared on Road Trips Volume 1 Number 2. More music from the band's fertile April/May 1977 tour can be found on Dick's Picks Volume 3, To Terrapin: Hartford '77, Dave's Picks Volume 1, 30 Trips Around the Sun, Download Series Vol. 1, May 1977, Fallout from the Phil Zone, and the reissue of Terrapin Station.",Work,MusicalWork,Album
